Date,Store,DayOfWeek,Sales,Promo,StateHoliday,SchoolHoliday
2030-03-17,6,1,13155,0,c,0
2030-03-18,3,5,12870,1,a,0
2030-03-19,14,4,17702,1,b,0
2030-03-20,14,4,4717,1,a,1
2030-03-21,15,3,2374,1,c,0
2030-03-22,8,2,9679,0,b,1
2030-03-23,15,2,17834,1,b,0
2030-03-24,13,2,14427,0,a,1
2030-03-25,17,6,2940,1,a,0
2030-03-26,3,7,3367,0,b,1
2030-03-27,6,4,12428,0,b,0
2030-03-28,5,2,17631,1,b,1
2030-03-29,17,4,17862,1,a,0
2030-03-30,2,3,13655,1,0,1
2030-03-31,15,1,8968,1,c,0
2030-04-01,5,7,17292,1,c,1
2030-04-02,6,6,15743,1,a,0
2030-04-03,6,5,2368,1,b,1
2030-04-04,18,3,3226,0,c,0
2030-04-05,18,7,12688,1,c,0
2030-04-06,4,4,4612,0,c,0
2030-04-07,17,3,13199,0,c,1
2030-04-08,14,5,11034,1,b,0
2030-04-09,14,7,12569,0,a,0
2030-04-10,13,6,2059,1,b,0
2030-04-11,7,1,19028,0,b,1
2030-04-12,12,5,14115,1,c,1
2030-04-13,15,7,19195,1,c,0
2030-04-14,19,6,3193,1,b,0
2030-04-15,11,4,17551,1,b,1
2030-04-16,15,5,17128,1,b,1
2030-04-17,12,3,5182,0,0,1
2030-04-18,3,2,19928,1,c,0
2030-04-19,17,3,4868,1,a,0
2030-04-20,3,4,9506,0,a,1
2030-04-21,19,7,6950,1,a,0
2030-04-22,4,1,9914,0,0,1
2030-04-23,3,5,15141,1,0,1
2030-04-24,16,7,12537,0,a,1
2030-04-25,12,1,17154,1,a,1
2030-04-26,8,4,3309,1,a,0
2030-04-27,17,5,7630,0,b,1
2030-04-28,7,6,11693,0,c,0
2030-04-29,11,6,15778,0,0,0
2030-04-30,18,7,12525,0,0,1
2030-05-01,1,3,14416,0,b,0
2030-05-02,3,7,19407,1,0,0
2030-05-03,4,3,17733,1,a,0
2030-05-04,13,4,9629,0,0,1
2030-05-05,6,6,9360,0,b,1
2030-05-06,14,5,13011,0,c,1
2030-05-07,5,6,8953,1,a,0
2030-05-08,16,3,4301,1,0,0
2030-05-09,15,7,12227,0,a,1
2030-05-10,15,4,7819,1,c,0
2030-05-11,4,6,12782,0,0,1
2030-05-12,8,4,3769,1,a,1
2030-05-13,16,6,11492,0,b,1
2030-05-14,16,7,19564,0,b,0
2030-05-15,4,1,4345,1,c,0
2030-05-16,13,7,3665,1,c,1
2030-05-17,13,6,11784,0,c,1
2030-05-18,2,3,13366,0,0,1
2030-05-19,3,7,19926,1,c,0
2030-05-20,8,5,10325,0,0,1
2030-05-21,15,3,6440,0,a,1
2030-05-22,11,3,8110,0,b,0
2030-05-23,9,3,19815,0,a,0
2030-05-24,7,4,18771,0,b,0
2030-05-25,13,2,12495,0,c,1
2030-05-26,2,2,10629,1,a,0
2030-05-27,8,1,16533,1,a,1
2030-05-28,7,3,19823,0,c,1
2030-05-29,12,2,12365,0,a,1
2030-05-30,19,1,13099,1,0,0
2030-05-31,7,4,2316,0,b,1
2030-06-01,10,3,6204,1,c,0
2030-06-02,16,5,14512,1,0,0
2030-06-03,3,4,1684,0,0,0
2030-06-04,10,1,7440,0,c,1
2030-06-05,6,4,12735,0,a,0
2030-06-06,18,5,4087,1,b,1
2030-06-07,18,4,10867,1,0,1
2030-06-08,5,1,19497,0,a,0
2030-06-09,7,5,18341,0,c,1
2030-06-10,2,5,6778,0,c,0
2030-06-11,11,4,17029,1,b,0
2030-06-12,13,5,9079,0,c,0
2030-06-13,5,7,4094,1,b,0
2030-06-14,6,4,15821,0,c,1
2030-06-15,14,3,8582,0,c,0
2030-06-16,12,5,10012,1,0,1
2030-06-17,4,4,1887,1,a,1
2030-06-18,6,3,12920,1,0,0
2030-06-19,10,5,7015,1,b,1
2030-06-20,18,3,15530,1,0,0
2030-06-21,15,6,18259,1,c,0
2030-06-22,8,5,13453,0,c,0
2030-06-23,9,6,8508,1,a,1
2030-06-24,5,1,1556,0,b,0
2030-06-25,10,1,9900,0,c,1
2030-06-26,6,4,1717,0,a,0
2030-06-27,16,2,4665,1,a,1
2030-06-28,3,6,14891,1,c,0
2030-06-29,10,6,11336,0,c,1
2030-06-30,11,1,16014,0,b,0
2030-07-01,11,6,7547,0,a,1
2030-07-02,17,2,6196,1,a,0
2030-07-03,4,3,19403,0,a,1
2030-07-04,4,3,12971,1,b,0
2030-07-05,17,2,19567,0,a,1
2030-07-06,9,6,16216,1,0,0
2030-07-07,19,6,11606,1,0,0
2030-07-08,5,6,7691,0,a,0
2030-07-09,6,7,8045,1,0,1
2030-07-10,3,4,11487,0,0,1
2030-07-11,1,5,2237,0,b,0
2030-07-12,16,2,11309,0,a,1
2030-07-13,11,2,7472,0,b,0
2030-07-14,13,7,4558,0,a,0
2030-07-15,10,2,6293,1,c,0
2030-07-16,3,2,13811,0,0,1
2030-07-17,9,7,19229,1,b,0
2030-07-18,12,2,7362,0,b,1
2030-07-19,14,6,14311,0,c,1
2030-07-20,1,7,4182,1,c,0
2030-07-21,18,4,15298,0,0,1
2030-07-22,17,1,17847,0,0,1
2030-07-23,9,6,6760,1,a,1
2030-07-24,9,6,8260,1,a,0
2030-07-25,10,5,1450,0,c,0
2030-07-26,19,7,14707,0,0,1
2030-07-27,15,1,2915,0,0,1
2030-07-28,5,2,10115,0,c,0
2030-07-29,15,1,8076,0,c,0
2030-07-30,2,4,15814,0,b,1
2030-07-31,13,3,1315,0,c,0
2030-08-01,16,6,5793,0,b,0
2030-08-02,15,7,18760,0,a,1
2030-08-03,10,7,2262,1,c,0
2030-08-04,14,1,10319,1,c,1
2030-08-05,10,5,14194,0,c,1
2030-08-06,14,4,4468,1,b,1
2030-08-07,9,3,14874,1,c,1
2030-08-08,14,4,13651,0,c,0
2030-08-09,3,7,15482,1,0,0
2030-08-10,16,2,5409,1,0,0
2030-08-11,2,3,1547,1,0,0
2030-08-12,10,7,5891,1,c,1
2030-08-13,3,5,10721,1,0,0
2030-08-14,11,3,15436,0,a,1
2030-08-15,11,7,17490,0,0,1
2030-08-16,13,5,6468,1,c,1
2030-08-17,7,2,15923,1,0,0
2030-08-18,17,5,2250,1,0,1
2030-08-19,2,4,14264,0,0,1
2030-08-20,12,1,2611,1,a,0
2030-08-21,10,4,8928,0,a,1
2030-08-22,18,7,2790,1,b,0
2030-08-23,11,7,1867,1,c,0
2030-08-24,16,6,13445,0,a,1
2030-08-25,17,4,1327,0,a,1
2030-08-26,19,3,4816,0,a,0
2030-08-27,18,2,4148,1,c,0
2030-08-28,3,6,16070,1,b,1
2030-08-29,16,6,12573,0,c,1
2030-08-30,6,6,11566,1,0,1
2030-08-31,12,7,19939,0,b,1
2030-09-01,11,1,14157,0,0,1
2030-09-02,15,5,10322,1,a,1
2030-09-03,15,3,3482,1,c,1
2030-09-04,16,7,4099,1,0,1
2030-09-05,10,2,12512,1,b,1
2030-09-06,12,7,14675,1,0,1
2030-09-07,13,1,10748,1,0,0
2030-09-08,4,7,12735,1,a,0
2030-09-09,7,7,14850,0,0,0
2030-09-10,2,4,7732,0,0,0
2030-09-11,15,2,8985,1,a,1
2030-09-12,8,6,13700,0,b,0
2030-09-13,7,2,7054,0,a,1
2030-09-14,15,2,17952,0,0,1
2030-09-15,14,4,2654,0,c,1
2030-09-16,8,5,12428,1,a,1
2030-09-17,12,7,12311,0,a,1
2030-09-18,13,3,4733,0,0,0
2030-09-19,11,6,7811,1,c,0
2030-09-20,17,5,9342,0,b,0
2030-09-21,17,1,11464,0,c,1
2030-09-22,4,7,16746,1,a,0
2030-09-23,8,6,13543,0,c,0
2030-09-24,5,3,11300,1,b,1
2030-09-25,16,7,2795,1,c,1
2030-09-26,4,1,17192,1,c,0
2030-09-27,15,4,14708,0,c,1
2030-09-28,12,5,17383,0,a,1
2030-09-29,5,7,9540,1,0,0
2030-09-30,16,6,17328,1,0,0
2030-10-01,14,2,7214,1,c,1
2030-10-02,10,3,7145,0,a,1
2030-10-03,7,7,3609,0,a,0
2030-10-04,13,6,19610,1,a,0
2030-10-05,5,2,14622,0,0,0
2030-10-06,3,6,11298,0,a,1
2030-10-07,15,7,4080,1,c,0
2030-10-08,4,1,1987,0,0,0
2030-10-09,15,2,18744,0,a,0
2030-10-10,14,2,8546,1,c,1
2030-10-11,19,6,16233,0,0,1
2030-10-12,13,4,2726,0,a,0
2030-10-13,10,7,17149,0,b,1
2030-10-14,5,4,15268,1,c,0
2030-10-15,6,5,14977,0,b,0
2030-10-16,4,1,1907,0,0,0
2030-10-17,2,4,14764,0,a,1
2030-10-18,16,6,9390,0,c,0
2030-10-19,18,7,3455,0,c,1
2030-10-20,5,4,6208,1,c,1
2030-10-21,4,5,8774,0,b,0
2030-10-22,13,3,15556,1,a,1
2030-10-23,19,5,16428,0,a,0
2030-10-24,2,2,4365,1,a,0
2030-10-25,13,7,6951,1,b,0
2030-10-26,11,2,16175,0,0,0
2030-10-27,4,4,12027,1,b,1
2030-10-28,15,4,10505,0,0,0
2030-10-29,4,5,11094,1,b,0
2030-10-30,9,5,13167,0,a,0
2030-10-31,7,6,9769,0,a,0
2030-11-01,19,1,2020,0,a,1
2030-11-02,19,6,12845,0,b,1
2030-11-03,6,2,4844,1,c,0
2030-11-04,6,6,4573,0,b,1
2030-11-05,15,5,11485,0,0,0
2030-11-06,15,7,6442,0,b,0
2030-11-07,9,6,8914,1,0,0
2030-11-08,4,3,8951,0,b,1
2030-11-09,18,1,9802,1,c,0
2030-11-10,18,5,9520,1,c,1
2030-11-11,5,7,1546,0,a,1
2030-11-12,11,4,16530,1,c,0
2030-11-13,5,6,9998,0,b,1
2030-11-14,4,5,12465,1,c,0
2030-11-15,12,4,16616,0,a,1
2030-11-16,2,4,13717,0,b,1
2030-11-17,13,2,16425,0,0,1
2030-11-18,10,2,5901,1,b,1
2030-11-19,9,7,12842,1,a,0
2030-11-20,10,5,6708,1,c,0
2030-11-21,7,7,3082,1,c,0
2030-11-22,4,5,10795,0,b,0
2030-11-23,19,3,13541,0,0,0
2030-11-24,10,1,1260,1,0,0
2030-11-25,3,1,14567,1,0,0
2030-11-26,19,5,6982,1,0,1
2030-11-27,2,2,1500,1,b,1
2030-11-28,10,6,2015,0,c,0
2030-11-29,2,7,11525,0,0,0
2030-11-30,2,3,4963,0,b,1
2030-12-01,17,1,12866,1,b,1
2030-12-02,16,5,13247,1,b,0
2030-12-03,16,2,3706,1,0,0
2030-12-04,14,2,16272,1,0,1
2030-12-05,7,2,3099,0,b,1
2030-12-06,11,7,7386,0,b,1
2030-12-07,1,6,6338,1,b,1
2030-12-08,11,4,19949,0,c,1
2030-12-09,4,7,9300,0,c,0
2030-12-10,7,6,5297,0,a,1
2030-12-11,15,2,9405,0,a,0
2030-12-12,18,5,16094,1,0,1
2030-12-13,12,3,16201,0,c,0
2030-12-14,17,6,13614,0,a,0
2030-12-15,1,5,14361,0,b,0
2030-12-16,11,7,2040,0,b,0
2030-12-17,1,7,13810,1,0,0
2030-12-18,15,2,8988,0,0,1
2030-12-19,10,3,8559,0,a,0
2030-12-20,7,1,18371,1,b,1
2030-12-21,2,1,1503,1,0,0
2030-12-22,10,7,6344,1,0,1
2030-12-23,4,5,9947,1,c,0
2030-12-24,12,3,10533,1,a,0
2030-12-25,19,5,15808,1,0,1
2030-12-26,11,3,9148,0,a,1
2030-12-27,8,3,15155,0,b,1
2030-12-28,18,7,16193,1,a,1
2030-12-29,11,5,2381,0,0,1
2030-12-30,11,7,8012,0,c,0
2030-12-31,13,3,16213,0,a,0
2031-01-01,3,6,16212,0,a,0
2031-01-02,12,2,14808,0,b,1
2031-01-03,3,3,11711,1,c,0
2031-01-04,10,6,16173,0,a,1
2031-01-05,17,3,19271,0,c,0
2031-01-06,2,6,10515,1,0,1
2031-01-07,17,5,12939,0,c,1
2031-01-08,16,1,3131,0,0,0
2031-01-09,2,4,3424,0,b,1
2031-01-10,6,3,12576,0,b,0
2031-01-11,10,4,10200,0,b,0
2031-01-12,10,3,18701,0,0,1
2031-01-13,8,5,4216,1,a,0
2031-01-14,1,5,13826,0,0,1
2031-01-15,13,6,1016,1,c,1
2031-01-16,9,3,5670,1,c,0
2031-01-17,10,5,3623,0,0,1
2031-01-18,15,5,14350,0,b,1
2031-01-19,5,3,17513,0,b,0
2031-01-20,16,6,15450,1,c,1
2031-01-21,13,6,2473,1,c,1
2031-01-22,18,6,10260,1,a,1
2031-01-23,11,6,5311,0,a,1
2031-01-24,9,1,3736,1,a,0
2031-01-25,16,3,2946,0,c,0
2031-01-26,2,7,16740,0,a,0
2031-01-27,2,1,17684,1,c,0
2031-01-28,12,5,10176,1,c,0
2031-01-29,8,1,12883,0,0,0
2031-01-30,9,7,5501,1,a,1
2031-01-31,12,7,12618,1,0,1
2031-02-01,9,7,6914,0,0,1
2031-02-02,10,6,1082,1,a,1
2031-02-03,2,5,9364,1,c,1
2031-02-04,16,1,18382,0,c,0
2031-02-05,7,1,6804,0,c,0
2031-02-06,2,3,13293,1,a,1
2031-02-07,1,1,13812,1,c,0
2031-02-08,19,5,4084,1,0,0
2031-02-09,4,6,3045,0,b,0
2031-02-10,2,3,17588,1,a,0
2031-02-11,14,1,14184,0,b,0
2031-02-12,2,3,15375,0,0,1
2031-02-13,15,4,2552,0,b,1
2031-02-14,12,3,8816,0,0,0
2031-02-15,5,7,1824,1,b,0
2031-02-16,7,6,4748,1,b,0
2031-02-17,10,7,6578,1,c,1
2031-02-18,14,4,6197,1,b,0
2031-02-19,14,7,10030,1,0,0
2031-02-20,5,4,19345,0,0,0
2031-02-21,18,3,1937,0,0,0
2031-02-22,14,5,8595,1,a,1
2031-02-23,2,6,1424,1,0,1
2031-02-24,12,5,12502,1,a,0
2031-02-25,6,6,4051,1,0,1
2031-02-26,4,6,3905,0,a,0
2031-02-27,13,7,13238,1,b,1
2031-02-28,4,7,3694,0,b,0
2031-03-01,14,5,4595,0,0,1
2031-03-02,16,2,2267,1,a,0
2031-03-03,4,4,1421,0,c,0
2031-03-04,1,7,8017,1,c,0
2031-03-05,13,7,10849,0,c,0
2031-03-06,4,7,19484,0,b,1
2031-03-07,18,3,17349,0,b,1
2031-03-08,6,5,13131,0,a,1
2031-03-09,3,5,9876,0,0,1
2031-03-10,13,7,3226,1,b,0
2031-03-11,16,3,5388,0,0,1
2031-03-12,5,7,3422,1,c,1
2031-03-13,4,4,8226,1,c,1
2031-03-14,8,3,10269,0,0,1
2031-03-15,19,7,13177,1,a,0
2031-03-16,14,6,13032,0,c,0
2031-03-17,7,2,12508,1,a,1
2031-03-18,14,6,8316,1,c,1
2031-03-19,6,2,3843,0,b,0
2031-03-20,12,3,5111,1,c,0
2031-03-21,16,6,13463,1,a,1
2031-03-22,17,4,14778,1,b,1
2031-03-23,13,6,19287,0,c,1
2031-03-24,14,5,5224,1,b,1
2031-03-25,7,2,5979,1,b,0
2031-03-26,14,2,17809,0,c,0
2031-03-27,15,7,3401,1,0,0
2031-03-28,12,4,9941,0,0,0
2031-03-29,17,2,16685,1,a,0
2031-03-30,9,2,16963,1,a,0
2031-03-31,15,7,17427,1,c,1
2031-04-01,12,4,18943,0,b,0
2031-04-02,2,6,7035,1,b,1
2031-04-03,5,3,8071,0,0,0
2031-04-04,13,6,17531,0,0,1
2031-04-05,8,5,3170,1,b,0
2031-04-06,14,5,6118,1,b,0
2031-04-07,15,2,8297,0,a,1
2031-04-08,11,5,5163,1,b,1
2031-04-09,1,3,9026,1,b,1
2031-04-10,3,2,10019,1,c,1
2031-04-11,17,7,10944,1,b,0
2031-04-12,19,5,3939,0,0,0
2031-04-13,14,7,6727,1,0,0
2031-04-14,8,1,12920,0,a,0
2031-04-15,13,1,4616,0,a,0
2031-04-16,3,1,6405,0,c,1
2031-04-17,5,7,11469,0,a,0
2031-04-18,9,1,9351,0,b,0
2031-04-19,6,6,12557,0,b,1
2031-04-20,2,1,6880,0,c,0
2031-04-21,13,2,15096,1,0,1
2031-04-22,5,4,2013,1,b,0
2031-04-23,8,6,9743,0,b,0
2031-04-24,1,4,8391,1,c,0
2031-04-25,12,2,18559,1,0,1
2031-04-26,11,2,10355,1,a,1
2031-04-27,7,3,6247,1,b,1
2031-04-28,15,6,8518,0,0,0
2031-04-29,11,4,7290,1,c,1
2031-04-30,16,1,2308,0,c,0
2031-05-01,3,2,10684,1,0,0
2031-05-02,14,1,13723,1,c,1
2031-05-03,3,4,5827,0,a,1
2031-05-04,1,7,19161,0,0,1
2031-05-05,15,6,1059,0,a,0
2031-05-06,1,5,7986,1,c,1
2031-05-07,17,7,11643,1,a,0
2031-05-08,2,7,16216,1,a,0
2031-05-09,6,5,8860,0,a,1
2031-05-10,8,2,14425,0,a,0
2031-05-11,16,3,14806,0,0,1
2031-05-12,19,1,15950,0,c,0
2031-05-13,1,2,2592,0,c,0
2031-05-14,3,3,15464,1,b,0
2031-05-15,3,1,7097,0,a,1
2031-05-16,5,4,7458,0,a,0
2031-05-17,12,7,10151,1,b,0
2031-05-18,12,7,5166,0,b,0
2031-05-19,13,5,7488,0,a,1
2031-05-20,9,3,11415,0,c,0
2031-05-21,7,1,13008,0,b,0
2031-05-22,4,2,12170,1,a,1
2031-05-23,19,1,18430,0,c,0
2031-05-24,19,2,15516,1,0,1
2031-05-25,6,7,10260,0,b,1
2031-05-26,13,5,8636,1,b,1
2031-05-27,11,5,5187,1,c,0
2031-05-28,13,1,4340,0,0,0
2031-05-29,13,1,7177,1,c,0
2031-05-30,15,2,16941,1,b,0
2031-05-31,13,2,4435,1,0,0
2031-06-01,11,3,8300,0,a,0
2031-06-02,19,7,13669,1,b,1
2031-06-03,8,3,1965,1,c,1
2031-06-04,8,3,8444,1,c,1
2031-06-05,10,1,11626,0,c,0
2031-06-06,16,6,15610,0,c,1
2031-06-07,19,6,1500,1,c,1
2031-06-08,11,6,5554,1,b,0
2031-06-09,13,6,17433,0,0,0
2031-06-10,9,3,18371,1,c,1
2031-06-11,19,1,14291,0,c,1
2031-06-12,16,6,7771,1,a,0
2031-06-13,7,5,18499,1,a,1
2031-06-14,19,4,4932,0,0,1
2031-06-15,12,5,5434,0,b,0
2031-06-16,15,1,4567,1,b,1
2031-06-17,14,1,2658,0,0,0
2031-06-18,11,4,11068,1,0,0
2031-06-19,10,2,15161,1,0,1
2031-06-20,11,2,8944,0,c,1
2031-06-21,6,2,6800,1,b,0
2031-06-22,2,3,15408,1,0,0
2031-06-23,11,2,9017,0,a,1
2031-06-24,19,7,3815,1,c,0
2031-06-25,6,3,1970,1,c,1
2031-06-26,14,3,14285,1,c,1
2031-06-27,6,2,1207,1,c,0
2031-06-28,17,2,17643,0,0,1
2031-06-29,10,4,6025,1,c,1
2031-06-30,1,6,5358,1,a,0
2031-07-01,3,4,17888,1,a,1
2031-07-02,8,3,13490,1,0,0
2031-07-03,8,4,2759,0,c,0
2031-07-04,15,3,15301,0,a,1
2031-07-05,7,1,15387,0,b,0
2031-07-06,11,3,14667,1,c,0
2031-07-07,7,3,4794,1,0,1
2031-07-08,4,4,4590,0,b,1
2031-07-09,12,6,15698,0,c,1
2031-07-10,6,1,13332,1,b,1
2031-07-11,14,5,7970,0,c,0
2031-07-12,12,5,10593,1,c,0
2031-07-13,11,6,4329,1,a,0
2031-07-14,19,5,12036,1,b,1
2031-07-15,5,1,15372,1,b,0
2031-07-16,14,2,3092,1,0,1
2031-07-17,16,1,19059,1,0,1
2031-07-18,13,4,1287,1,b,1
2031-07-19,4,7,18169,1,a,0
2031-07-20,11,3,3316,0,a,0
2031-07-21,17,3,17259,0,c,1
2031-07-22,7,4,3838,0,0,1
2031-07-23,14,4,12829,0,0,1
2031-07-24,11,7,9137,1,0,1
2031-07-25,9,7,2265,0,c,0
2031-07-26,13,3,3983,0,a,0
2031-07-27,18,7,15689,1,0,1
2031-07-28,11,7,15107,0,c,0
2031-07-29,15,7,9143,0,b,1
2031-07-30,19,6,9030,0,a,1
2031-07-31,1,2,14122,0,b,1
2031-08-01,4,7,11652,1,0,1
2031-08-02,14,2,1611,0,c,0
2031-08-03,14,2,4523,0,a,1
2031-08-04,3,4,6424,0,0,0
2031-08-05,17,7,10939,0,a,1
2031-08-06,3,3,2628,1,c,1
2031-08-07,16,6,14176,1,c,0
2031-08-08,14,3,8907,0,0,0
2031-08-09,13,7,4372,1,a,0
2031-08-10,15,3,14102,1,c,1
2031-08-11,14,7,10789,1,a,1
2031-08-12,19,6,4139,1,a,0
2031-08-13,6,1,12643,0,b,0
2031-08-14,10,6,19643,1,0,1
2031-08-15,15,1,3250,0,0,1
2031-08-16,6,5,7121,0,a,0
2031-08-17,10,1,9181,0,b,0
2031-08-18,7,2,16303,0,a,1
2031-08-19,17,2,17667,0,0,1
2031-08-20,18,6,6725,0,0,1
2031-08-21,17,2,16584,0,a,1
2031-08-22,9,2,14219,0,a,1
2031-08-23,10,5,9794,0,a,0
2031-08-24,10,2,15112,0,0,1
2031-08-25,7,4,12544,1,a,0
2031-08-26,16,4,5075,1,a,1
2031-08-27,18,4,13778,1,c,1
2031-08-28,6,1,7162,0,0,1
2031-08-29,1,6,8636,0,a,1
2031-08-30,1,6,9002,0,b,0
2031-08-31,12,3,14453,0,0,1
2031-09-01,2,5,15633,0,a,1
2031-09-02,4,4,18877,1,a,1
2031-09-03,17,4,13992,1,c,0
2031-09-04,4,2,13126,0,c,1
2031-09-05,11,4,14090,0,0,1
2031-09-06,4,2,17756,1,c,0
2031-09-07,1,2,8071,1,c,1
2031-09-08,7,3,14749,1,0,0
2031-09-09,18,1,12983,0,b,0
2031-09-10,9,2,7586,0,a,1
2031-09-11,3,2,11641,0,a,1
2031-09-12,8,6,4967,0,c,0
2031-09-13,19,3,1822,1,a,1
2031-09-14,4,2,1221,1,c,1
2031-09-15,18,5,7880,0,0,0
2031-09-16,11,1,13129,1,0,0
2031-09-17,14,5,16543,0,0,1
2031-09-18,18,4,4888,1,a,1
2031-09-19,16,1,14499,0,c,1
2031-09-20,3,4,11352,1,c,1
2031-09-21,15,6,11117,1,a,0
2031-09-22,4,7,13772,1,0,1
2031-09-23,5,7,4993,0,b,1
2031-09-24,17,7,19982,1,c,1
2031-09-25,7,2,2666,0,c,0
2031-09-26,16,3,17312,0,a,0
2031-09-27,14,5,12273,1,b,1
2031-09-28,16,4,15338,0,0,0
2031-09-29,7,2,5757,0,c,0
2031-09-30,9,7,12360,0,a,1
2031-10-01,4,5,18938,0,b,0
2031-10-02,11,5,7115,1,a,0
2031-10-03,2,6,6437,0,b,1
2031-10-04,12,6,10272,1,a,0
2031-10-05,12,7,13126,0,b,0
2031-10-06,4,4,17471,0,c,1
2031-10-07,18,7,8115,0,b,1
2031-10-08,7,7,3703,0,0,0
2031-10-09,1,2,12151,0,c,1
2031-10-10,13,3,19802,0,0,1
2031-10-11,6,7,5147,0,c,0
2031-10-12,6,4,2747,0,b,0
2031-10-13,12,5,9232,0,c,1
2031-10-14,8,5,16151,1,a,1
2031-10-15,19,1,11330,1,b,1
2031-10-16,5,7,17422,0,a,0
2031-10-17,18,2,12276,0,a,0
2031-10-18,5,1,19535,0,a,0
2031-10-19,10,6,4937,1,a,1
2031-10-20,1,3,7886,1,0,0
2031-10-21,10,4,11282,1,b,0
2031-10-22,5,7,1208,0,a,1
2031-10-23,12,5,1599,0,0,0
2031-10-24,7,2,4709,1,c,1
2031-10-25,9,5,17597,0,a,1
2031-10-26,12,7,6723,0,a,1
2031-10-27,1,6,15004,1,0,1
2031-10-28,11,1,10768,0,c,1
2031-10-29,15,7,11316,1,c,0
2031-10-30,2,1,19792,1,0,1
2031-10-31,7,4,8972,0,a,1
2031-11-01,12,2,18206,1,b,1
2031-11-02,18,6,19979,0,0,1
2031-11-03,3,2,16546,1,b,0
2031-11-04,7,4,11291,0,a,0
2031-11-05,11,6,12794,0,a,0
2031-11-06,18,6,12659,0,c,0
2031-11-07,12,1,8983,0,a,1
2031-11-08,6,1,7500,1,c,1
2031-11-09,5,1,2634,1,c,1
2031-11-10,1,5,15059,0,a,0
2031-11-11,12,3,5814,0,c,1
2031-11-12,11,7,18551,0,a,0
2031-11-13,4,1,5076,1,c,1
2031-11-14,18,3,9390,1,c,1
2031-11-15,4,3,6442,0,a,0
2031-11-16,17,2,4505,1,b,1
2031-11-17,2,4,18186,0,0,1
2031-11-18,2,5,1502,1,a,1
2031-11-19,12,3,13756,0,c,1
2031-11-20,6,7,15262,0,0,1
2031-11-21,10,5,17141,0,b,0
2031-11-22,16,2,11605,1,a,1
2031-11-23,14,1,8939,0,c,1
2031-11-24,7,6,5719,1,c,0
2031-11-25,19,3,8748,1,a,1
2031-11-26,17,4,3870,0,c,1
2031-11-27,9,6,5758,0,0,1
2031-11-28,13,2,14038,0,c,1
2031-11-29,5,5,6968,1,0,1
2031-11-30,5,7,12659,1,0,1
2031-12-01,10,1,18482,1,a,0
2031-12-02,10,5,17766,1,c,0
2031-12-03,7,4,8790,1,0,1
2031-12-04,15,3,10585,1,c,1
2031-12-05,7,4,5271,1,0,1
2031-12-06,15,5,5323,0,b,1
2031-12-07,3,5,3038,0,a,1
2031-12-08,19,6,16977,0,a,0
2031-12-09,10,4,6461,1,a,1
2031-12-10,15,4,9063,0,0,0
2031-12-11,3,4,19369,1,b,1
2031-12-12,6,1,2262,1,0,0
2031-12-13,12,7,6731,1,a,0
2031-12-14,15,5,10903,1,0,0
2031-12-15,6,2,1349,0,a,0
2031-12-16,13,1,1440,1,c,1
2031-12-17,19,1,14899,0,0,1
2031-12-18,3,1,19946,1,c,1
2031-12-19,8,6,4152,0,0,1
2031-12-20,8,7,11247,1,a,1
2031-12-21,15,7,19717,1,c,0
2031-12-22,4,2,10614,0,0,1
2031-12-23,19,4,17457,0,a,0
2031-12-24,3,6,7949,0,0,1
2031-12-25,13,5,3205,1,c,0
2031-12-26,8,3,18855,1,0,1
2031-12-27,16,6,14133,1,0,0
2031-12-28,13,3,19114,0,c,0
2031-12-29,3,5,1035,0,a,1
2031-12-30,16,2,18404,0,0,0
2031-12-31,9,7,6534,1,0,0
2032-01-01,14,3,9009,1,b,1
2032-01-02,13,1,11952,0,b,0
2032-01-03,7,6,3535,1,a,0
2032-01-04,15,3,5963,1,c,1
2032-01-05,7,5,13707,1,a,0
2032-01-06,6,7,13860,0,a,0
2032-01-07,2,1,15247,0,a,0
2032-01-08,9,3,18410,0,0,0
2032-01-09,17,7,18670,1,0,1
2032-01-10,5,5,9512,0,a,1
2032-01-11,12,2,14887,0,a,1
2032-01-12,1,5,3293,1,b,1
2032-01-13,10,2,18996,1,c,1
2032-01-14,11,7,17860,1,a,1
2032-01-15,16,7,12356,1,b,0
2032-01-16,14,1,11018,0,a,0
2032-01-17,8,5,13820,1,c,0
2032-01-18,17,4,16933,1,a,1
2032-01-19,18,6,2947,1,c,1
2032-01-20,12,4,16310,1,0,0
2032-01-21,17,4,17303,1,c,0
2032-01-22,14,4,16014,1,a,1
2032-01-23,16,6,18977,0,b,0
2032-01-24,14,4,10939,0,0,1
2032-01-25,9,2,15465,0,b,0
2032-01-26,4,5,11225,0,a,1
2032-01-27,11,7,8704,1,0,0
2032-01-28,6,1,17640,1,b,1
2032-01-29,15,4,7512,1,a,0
2032-01-30,5,7,3991,0,b,1
2032-01-31,11,4,18801,1,c,0
2032-02-01,18,1,8965,1,c,0
2032-02-02,13,1,14730,1,a,0
2032-02-03,11,4,9301,1,b,1
2032-02-04,14,2,19936,0,a,0
2032-02-05,18,7,10249,1,b,0
2032-02-06,19,1,15155,1,0,1
2032-02-07,15,5,17080,1,a,0
2032-02-08,9,7,3042,0,a,0
2032-02-09,8,5,19565,1,b,0
2032-02-10,1,7,15834,1,a,0
2032-02-11,4,2,5492,1,0,0
2032-02-12,14,6,4558,1,b,0
