id_cliente,renda_mensal,idade,score_credito,tempo_emprego,num_cartoes,percentual_comprometido,pagamentos_atraso,valor_divida,risco_credito
2358,2262.43,50,545,9.0,8,0.21,6,44364.93,0
2359,11145.38,66,337,14.4,1,0.99,6,2965.07,0
2360,3700.61,46,544,9.2,6,0.9,5,48607.36,0
2361,1222.43,30,320,23.2,9,0.29,9,412.34,0
2362,9018.65,38,409,31.9,9,0.89,5,47279.7,0
2363,6605.77,38,693,31.5,4,0.75,5,27402.38,0
2364,10234.01,22,709,14.6,3,0.93,3,35122.26,0
2365,11966.8,27,307,39.6,0,0.69,2,9356.64,0
2366,1831.04,23,743,23.8,0,0.67,0,32710.58,0
2367,3337.06,73,627,16.0,2,0.0,2,44097.88,1
2368,11614.21,68,589,33.4,0,0.47,2,6974.01,0
2369,7520.18,74,810,29.2,7,0.2,8,6354.08,0
2370,14854.3,30,660,30.0,2,0.32,2,15198.9,1
2371,13393.54,18,518,7.8,9,0.98,7,8086.29,0
2372,17066.48,37,705,18.7,1,0.09,7,5532.29,0
2373,14157.36,74,519,34.5,5,0.72,2,33915.95,0
2374,9168.69,64,406,20.2,3,0.17,9,10691.33,0
2375,13786.37,63,585,27.3,3,0.01,9,33350.74,0
2376,6232.24,25,307,23.5,1,0.5,5,43096.46,0
2377,6819.96,27,488,33.7,1,0.16,7,32601.24,0
2378,15990.72,26,380,11.4,5,0.97,7,5968.35,0
2379,9481.97,66,407,23.0,4,0.2,9,28678.88,0
2380,16169.23,58,620,4.9,8,0.19,9,19681.43,0
2381,16626.03,20,645,27.6,3,0.03,8,17168.55,0
2382,17293.68,28,627,29.3,4,0.33,8,15926.57,0
2383,18416.07,29,601,1.7,0,0.02,7,46471.61,0
2384,9188.72,27,499,27.0,1,0.5,6,37125.37,0
2385,7058.47,42,718,16.6,2,0.51,9,6692.44,0
2386,12061.78,66,338,5.0,4,0.05,2,23800.27,0
2387,8052.28,66,606,16.8,4,0.24,6,15911.15,0
2388,12420.41,42,303,7.8,3,0.83,3,48896.92,0
2389,14406.13,28,376,16.6,9,0.46,1,48901.45,0
2390,14079.7,71,767,15.4,2,0.43,7,15976.72,0
2391,8116.5,53,478,29.5,8,0.7,1,17605.66,0
2392,4170.34,56,575,31.0,0,0.71,0,29970.71,0
2393,9180.06,70,451,24.3,5,0.76,4,23965.35,0
2394,3709.29,43,463,0.9,6,0.83,9,10655.04,0
2395,17911.84,31,589,37.2,9,0.23,8,33020.61,0
2396,7571.67,56,677,27.4,3,0.07,4,16706.43,0
2397,3934.74,73,609,1.4,9,0.38,1,32685.82,1
2398,1483.51,57,688,32.8,2,0.86,9,19184.08,0
2399,13270.63,18,482,8.0,7,0.08,3,35010.49,0
2400,13101.14,73,605,23.2,8,0.58,7,33389.97,0
2401,7471.48,71,371,18.7,0,0.7,6,25440.64,0
2402,2362.53,21,518,16.8,9,0.48,4,35237.0,0
2403,8782.95,47,472,35.6,8,0.26,3,23048.28,0
2404,6913.13,29,571,17.5,6,0.33,4,5806.91,0
2405,13865.29,73,767,3.0,0,0.07,6,9105.31,0
2406,12509.81,52,568,37.9,6,0.29,4,12299.66,0
2407,7927.28,30,319,36.8,4,0.04,7,3161.45,0
2408,5139.96,69,802,27.4,9,0.73,6,35569.06,0
2409,19772.68,48,446,18.7,6,0.9,6,18369.51,0
2410,9626.03,55,728,3.7,8,0.63,8,4676.16,0
2411,14077.21,60,464,31.6,7,0.66,7,40997.91,0
2412,3670.51,40,609,3.0,5,0.47,7,34182.71,0
2413,10226.2,21,817,2.7,1,0.16,5,22611.21,0
2414,1523.2,69,313,21.5,7,0.01,6,12371.27,0
2415,10603.65,33,431,6.4,3,0.34,7,7587.29,0
2416,19316.33,24,738,0.3,7,0.75,4,22918.71,0
2417,8299.93,39,562,16.9,6,0.96,9,44262.29,0
2418,1740.92,46,524,5.5,3,0.43,1,9419.77,0
2419,1588.16,28,557,6.4,7,0.37,6,28432.96,0
2420,8371.75,73,533,3.1,1,0.45,9,48084.3,0
2421,4040.47,50,635,8.2,8,0.43,2,31855.83,0
2422,1443.69,46,708,28.6,5,0.63,9,21998.24,0
2423,15368.06,56,323,32.4,6,0.73,7,35818.65,0
2424,9711.94,29,570,18.1,9,0.78,5,41228.9,0
2425,6495.65,24,394,20.3,0,0.65,3,29525.81,0
2426,18101.58,72,441,1.3,2,0.44,1,43591.62,0
2427,3206.64,56,380,2.8,9,0.95,6,25729.59,0
2428,19162.46,59,573,10.3,4,0.71,0,41501.45,0
2429,6965.37,65,575,21.8,6,0.43,6,47600.96,0
2430,17879.67,43,764,29.6,0,0.45,9,25062.17,0
2431,12455.91,57,507,24.2,8,0.82,9,30250.09,0
2432,16707.44,26,595,15.7,4,0.44,6,30473.38,0
2433,19696.25,58,338,4.7,2,0.52,9,39071.74,0
2434,6479.7,51,587,31.2,6,0.29,2,41148.29,0
2435,19261.57,62,423,14.6,9,0.84,3,1361.47,0
2436,8400.16,30,582,29.4,7,0.52,3,36667.98,0
2437,8324.73,72,479,20.5,9,0.55,3,39190.76,0
2438,7467.35,72,396,29.5,9,0.88,8,35021.47,0
2439,11286.74,53,490,36.3,2,0.92,5,35684.78,0
2440,3928.76,42,373,36.8,6,0.82,9,2070.14,0
2441,11520.52,41,746,21.4,6,0.07,8,22101.93,0
2442,11292.39,61,796,20.5,3,0.44,3,40908.98,0
2443,15476.13,34,783,10.6,9,0.34,6,46700.36,0
2444,16839.35,19,415,37.4,8,0.21,9,11473.4,0
2445,9368.39,30,834,18.3,0,0.91,8,28959.75,0
2446,6744.33,48,397,5.1,0,0.89,9,40216.51,0
2447,5927.36,46,627,17.3,4,0.47,2,37620.38,0
2448,4697.85,67,706,5.1,2,0.13,2,30944.51,1
2449,2095.3,45,612,20.1,9,0.01,5,934.56,0
2450,7506.51,44,447,22.5,8,0.44,7,36194.29,0
2451,6134.71,32,641,13.5,4,0.04,0,38662.13,1
2452,19361.93,48,794,2.9,6,0.61,3,36142.48,0
2453,11596.47,57,322,37.7,0,0.61,7,38290.46,0
2454,7598.26,32,404,30.9,1,0.9,5,21545.74,0
2455,12028.88,50,521,33.6,3,0.19,1,49687.61,0
2456,3644.74,37,314,14.7,8,0.37,7,38539.35,0
2457,9436.83,59,377,30.4,4,0.86,0,28934.0,0
2458,12898.45,29,621,19.4,4,0.47,0,46709.56,0
2459,10289.06,54,540,8.0,8,0.06,6,45409.92,0
2460,8633.8,26,317,5.0,7,0.11,9,40728.35,0
2461,19883.12,40,753,13.8,1,0.81,2,28184.75,0
2462,17725.98,25,742,5.5,6,0.74,7,26355.05,0
2463,12844.71,49,576,39.9,0,0.88,8,16435.4,0
2464,11818.17,65,723,2.0,9,0.12,7,12543.9,0
2465,12792.55,31,775,17.6,8,0.76,0,25617.98,0
2466,4824.93,44,326,18.1,2,0.66,0,28889.09,0
2467,8507.62,42,813,12.0,1,0.23,5,12226.32,0
2468,1749.73,30,763,22.9,3,0.97,0,46130.06,0
2469,10035.37,72,662,6.0,3,0.57,7,27863.7,0
2470,11317.47,38,682,31.4,2,0.91,5,26325.27,0
2471,5327.24,62,824,13.3,1,0.86,4,21781.92,0
2472,19316.55,48,681,23.7,4,0.33,5,2903.56,0
2473,18279.64,54,483,28.6,3,0.54,3,44120.07,0
2474,14720.72,65,493,35.6,4,0.43,0,15849.71,0
2475,11134.35,60,761,33.4,7,0.71,6,32123.02,0
2476,17529.41,71,355,24.3,1,0.59,9,30371.68,0
2477,3482.39,22,529,15.5,8,0.78,8,29224.34,0
2478,16019.69,30,788,20.1,9,0.01,3,26285.61,0
2479,3371.6,45,327,30.7,0,0.69,3,9071.99,0
2480,16090.0,60,483,35.1,7,0.32,8,14030.29,0
2481,6239.58,42,724,4.2,4,0.22,3,26209.4,0
2482,17664.72,68,674,15.4,1,0.8,9,39467.12,0
2483,18936.8,52,340,31.0,7,0.09,3,21599.45,0
2484,3827.12,64,783,17.3,4,0.23,7,10196.13,0
2485,9790.84,56,559,13.3,9,0.2,3,4397.22,0
2486,19638.76,24,740,16.5,9,0.42,8,33150.55,0
2487,10184.74,55,383,24.1,2,0.32,7,21167.0,0
2488,17407.4,49,345,40.0,6,0.72,4,6268.54,0
2489,12185.9,20,739,19.7,3,0.7,8,33723.34,0
2490,8131.27,62,818,8.3,9,0.33,7,10378.94,0
2491,6429.89,56,737,6.5,5,0.44,9,25450.8,0
2492,4861.24,54,435,1.7,9,0.21,3,15309.4,0
2493,15474.17,72,482,22.4,7,0.67,3,46584.5,0
2494,8344.27,67,471,21.8,0,0.4,0,11414.4,0
2495,10714.23,39,838,8.2,1,0.13,3,20995.93,0
2496,10354.18,25,419,27.8,7,0.13,7,47974.68,0
2497,11968.3,34,580,29.6,6,0.32,4,15936.26,0
2498,17445.97,69,607,10.4,9,0.75,5,32229.66,0
2499,19634.05,44,576,13.8,8,0.03,3,15836.35,0
2500,8744.1,50,829,39.6,1,0.26,4,5533.75,0
2501,16722.86,63,594,15.0,7,0.16,9,31377.36,0
2502,15526.03,34,352,30.4,5,0.96,7,45801.58,0
2503,11897.05,59,731,18.1,0,0.71,8,22628.23,0
2504,19164.9,29,351,31.7,3,0.23,2,31308.83,0
2505,4809.02,65,371,30.8,1,0.21,9,30444.92,0
2506,3076.02,63,327,26.7,6,0.86,3,20754.49,0
2507,17225.28,44,768,34.2,8,0.19,0,30744.83,1
2508,9343.85,65,846,37.6,5,1.0,4,12965.9,0
2509,17092.41,25,700,23.2,3,0.28,3,18901.9,0
2510,17968.71,40,500,9.5,4,0.08,5,22115.94,0
2511,2186.69,59,765,15.9,0,0.69,5,43200.43,0
2512,17785.83,66,678,30.3,3,0.61,9,17416.64,0
2513,9518.06,46,476,26.0,9,1.0,5,31756.85,0
2514,10698.22,67,351,7.1,2,0.8,2,10670.19,0
2515,12905.26,37,378,2.0,8,0.43,6,12628.49,0
2516,18601.27,33,684,27.3,5,0.68,2,32421.44,0
2517,1363.21,34,307,10.0,3,0.82,5,38115.5,0
2518,10060.03,33,513,20.0,2,0.51,9,23105.86,0
2519,14066.72,36,324,29.9,3,0.27,0,16754.98,0
2520,14731.43,73,749,22.5,7,0.21,7,45513.58,0
2521,14158.12,73,756,3.3,4,0.3,6,6790.39,0
2522,3554.27,25,760,7.4,0,0.85,8,36035.71,0
2523,6688.52,55,497,8.8,4,0.38,2,34508.54,0
2524,7815.59,55,393,10.3,7,0.29,7,34512.26,0
2525,16284.31,70,736,22.6,3,0.81,1,46771.02,0
2526,6296.44,46,826,20.2,1,0.03,8,36409.52,0
2527,5003.39,58,677,8.1,2,0.59,0,15078.26,0
2528,19191.51,53,403,2.7,8,0.87,9,17670.46,0
2529,1168.4,43,338,6.9,6,0.41,6,19555.55,0
2530,19958.6,48,757,39.4,2,0.27,9,1540.43,0
2531,13859.6,61,663,18.7,4,0.49,0,45675.52,0
2532,16740.92,29,434,34.7,2,0.72,5,3677.63,0
2533,6597.77,72,673,34.0,9,0.52,0,34989.71,0
2534,1271.99,34,531,20.5,3,0.01,3,36508.05,0
2535,15019.52,32,338,28.3,7,0.08,6,42185.75,0
2536,16848.75,26,346,7.7,2,0.72,1,27668.11,0
2537,15069.05,56,335,27.5,2,0.4,2,36263.22,0
2538,3714.16,59,394,10.9,7,0.78,3,15136.15,0
2539,15315.13,65,660,33.3,9,0.65,5,37279.2,0
2540,15609.53,29,824,3.3,9,0.58,8,17170.79,0
2541,13512.27,49,445,30.9,6,0.9,3,45141.92,0
2542,15556.2,42,667,4.0,6,0.02,5,8169.09,0
2543,17072.51,56,364,35.2,9,0.16,6,15787.87,0
2544,12658.48,35,527,12.2,1,0.62,3,24938.47,0
2545,2683.49,32,819,26.2,6,0.07,5,38792.53,0
2546,10264.93,49,480,19.5,9,0.64,2,37439.96,0
2547,2475.34,23,800,14.7,9,0.98,4,10535.84,0
2548,8743.32,61,454,25.8,2,0.88,9,7211.78,0
2549,8735.02,60,834,37.9,6,0.59,3,15198.48,0
2550,2254.19,69,734,1.7,3,0.89,6,24187.71,0
2551,7627.59,52,398,36.8,7,0.12,5,26950.25,0
2552,3108.96,51,671,24.4,7,0.45,6,21456.88,0
2553,16356.47,55,661,32.3,5,0.43,5,33154.51,0
2554,19006.07,73,411,15.4,2,0.34,1,21377.95,0
2555,2374.01,71,752,18.9,5,0.0,6,47316.45,0
2556,19147.19,74,468,34.8,5,0.89,7,13048.44,0
2557,10928.96,22,438,16.6,2,0.78,6,31368.61,0
2558,6691.75,35,530,21.4,3,0.65,3,30568.9,0
2559,2460.38,33,538,0.8,1,0.13,3,14078.74,0
2560,10511.86,25,552,6.3,0,0.38,4,20584.38,0
2561,16095.8,42,735,25.7,1,0.92,8,18273.68,0
2562,14434.64,49,721,28.7,6,0.62,4,8624.95,0
2563,1954.29,43,602,23.3,9,0.6,1,23864.76,0
2564,2385.13,69,371,5.7,4,0.91,4,19333.11,0
2565,8654.59,39,562,17.8,8,0.56,2,8915.87,0
2566,6610.52,48,521,14.2,2,0.6,9,22494.0,0
2567,5415.3,60,376,19.8,1,0.35,7,21092.2,0
2568,6339.09,27,361,34.8,3,0.37,9,6568.28,0
2569,16266.17,73,770,31.0,1,0.69,9,6559.38,0
2570,18655.33,74,456,3.4,6,0.32,1,32375.37,0
2571,8696.95,29,424,35.6,9,0.56,3,35329.04,0
2572,18216.11,70,460,18.9,5,0.28,4,47059.02,0
2573,7108.42,45,840,29.8,7,0.17,3,4350.23,0
2574,10052.3,23,834,5.6,4,0.45,4,5893.07,0
2575,5294.55,37,405,26.8,1,0.22,9,2590.91,0
2576,13169.04,22,430,9.5,3,0.9,3,26611.42,0
2577,19600.64,40,656,17.5,0,0.3,2,31137.33,1
2578,12466.37,26,301,0.7,1,0.6,0,20176.17,0
2579,7798.47,46,532,6.1,3,0.26,3,39895.11,0
2580,13308.53,33,668,3.7,5,0.26,8,34334.97,0
2581,3335.49,71,550,9.6,3,0.35,0,49292.02,0
2582,17884.52,63,407,4.0,3,0.92,6,6894.75,0
2583,10558.6,39,575,27.7,9,0.39,2,2915.78,0
2584,9537.65,25,479,1.2,9,0.82,7,13740.19,0
2585,12131.43,37,592,24.7,1,0.2,5,952.51,0
2586,12870.89,68,474,5.6,8,0.05,0,46630.57,0
2587,2363.74,31,422,37.8,9,0.78,9,15197.58,0
2588,13969.73,56,526,37.3,7,0.54,4,27621.51,0
2589,5596.7,54,743,9.0,7,0.5,7,15903.48,0
2590,14565.1,67,727,24.6,4,0.27,2,12290.43,1
2591,16628.16,51,382,1.1,2,0.07,3,7618.24,0
2592,16275.21,28,364,37.3,5,0.48,6,16018.3,0
2593,11497.52,71,580,20.9,8,0.87,5,30770.95,0
2594,10883.23,57,690,1.7,7,0.12,6,48581.06,0
2595,3714.64,50,727,13.7,6,0.93,8,27904.6,0
2596,15731.58,48,406,3.1,7,0.27,8,26635.45,0
2597,6156.78,71,847,15.7,3,0.53,1,1763.15,0
2598,10437.21,61,561,26.8,5,0.07,2,42004.95,0
2599,6401.21,51,458,18.8,4,0.43,3,2242.07,0
2600,3542.74,67,564,15.3,1,0.13,5,45311.61,0
2601,12961.6,24,767,4.8,7,0.05,4,26933.59,0
2602,2032.31,66,501,9.8,2,0.97,5,8423.33,0
2603,15224.26,71,454,4.0,4,0.73,7,22585.37,0
2604,7034.15,40,312,32.3,7,0.72,1,49749.22,0
2605,1002.56,63,596,5.4,8,0.09,5,15254.14,0
2606,10711.45,73,797,23.8,8,0.93,8,13472.99,0
2607,1890.19,24,544,13.7,4,0.47,4,5900.29,0
2608,6247.22,71,599,9.0,1,0.85,0,29857.12,0
2609,14432.55,42,661,25.6,6,0.01,7,4461.35,0
2610,2191.1,20,653,18.3,6,0.3,3,38300.4,0
2611,16947.43,55,820,16.0,7,1.0,7,45961.18,0
2612,1072.58,37,685,23.7,7,0.43,3,46593.56,0
2613,5689.65,51,611,19.7,4,0.89,7,5395.81,0
2614,15077.18,66,713,12.1,0,0.33,8,27913.13,0
2615,7009.13,61,577,22.4,3,0.53,4,4855.49,0
2616,2935.96,61,655,26.8,3,0.85,4,28600.81,0
2617,7844.44,47,824,1.1,2,0.61,1,40749.03,0
2618,6137.47,34,315,18.6,7,0.73,8,26889.51,0
2619,17011.53,27,344,2.3,2,0.23,3,43602.69,0
2620,6953.61,52,620,7.5,4,0.16,2,40083.72,1
2621,15989.72,37,625,22.4,1,0.23,1,13827.42,1
2622,17945.57,35,447,34.6,5,0.49,2,31505.11,0
2623,9242.53,62,654,35.3,5,0.8,3,370.61,0
2624,18288.92,61,535,2.8,7,0.35,8,19802.1,0
2625,8169.04,44,404,16.8,7,0.56,5,11898.01,0
2626,19317.49,66,773,23.3,0,0.8,9,46855.82,0
2627,2696.5,53,695,5.9,4,0.24,4,20269.45,0
2628,14053.37,40,745,30.6,1,0.88,8,32703.22,0
2629,10382.47,49,519,29.8,9,0.95,7,36599.08,0
2630,8365.33,27,741,36.1,4,0.04,5,38660.63,0
2631,13021.53,28,327,0.3,9,0.06,2,36788.76,0
2632,14373.28,55,774,8.7,8,0.09,6,14458.25,0
2633,1082.9,23,604,33.1,3,0.78,9,34303.38,0
2634,4172.11,58,704,26.8,7,0.19,5,27450.47,0
2635,14547.87,64,812,35.8,0,0.73,7,29868.63,0
2636,13661.32,51,801,2.3,7,0.44,5,40.73,0
2637,19354.9,53,647,23.9,5,0.84,9,12912.88,0
2638,15459.72,54,539,22.8,7,0.81,3,46534.18,0
2639,19064.68,34,636,1.4,5,0.96,9,14503.8,0
2640,14348.27,57,325,20.5,2,0.25,6,21900.78,0
2641,6662.99,57,708,24.4,7,0.23,6,9333.7,0
2642,3001.93,71,376,7.7,4,0.03,7,6930.13,0
2643,15854.65,29,516,10.9,9,0.41,1,10433.45,0
2644,13238.84,38,627,25.6,4,0.46,5,27682.37,0
2645,1915.53,57,322,18.7,6,0.96,2,45951.43,0
2646,7840.96,36,609,34.3,5,0.83,7,16309.96,0
2647,19179.2,20,566,13.7,8,0.17,3,16170.4,0
2648,10507.62,35,714,10.7,6,0.8,3,28207.03,0
2649,9221.85,70,566,39.4,2,0.18,1,17837.14,0
2650,9696.29,68,632,36.4,4,0.08,5,45520.8,0
2651,4968.77,36,749,1.2,8,0.84,5,18892.4,0
2652,8005.44,64,546,30.8,9,0.98,0,24522.11,0
2653,8026.45,23,335,4.4,1,0.09,7,26669.46,0
2654,1994.75,33,700,1.1,0,0.81,2,39103.39,0
2655,15583.78,25,327,10.9,7,0.86,0,28195.3,0
2656,8913.58,65,519,10.8,7,0.12,9,11957.76,0
2657,16621.42,35,705,32.8,1,0.28,0,6199.36,1
2658,17156.61,69,570,28.4,7,0.73,0,46888.73,0
2659,5027.89,65,810,39.3,4,0.81,4,40078.15,0
2660,13489.72,60,585,28.5,1,0.35,4,1148.26,0
2661,9973.35,56,753,16.7,6,0.16,0,41076.45,1
2662,17722.98,66,616,28.0,6,0.65,4,29529.89,0
2663,5099.07,66,596,40.0,2,0.7,6,25944.71,0
2664,13878.45,29,637,28.4,0,0.5,4,611.46,0
2665,12547.29,62,606,30.5,3,0.14,8,39043.2,0
2666,6610.73,27,727,37.5,1,0.84,3,9903.25,0
2667,3595.42,24,650,4.5,3,0.65,8,36399.06,0
2668,13381.16,63,810,28.2,7,0.87,7,793.41,0
2669,15033.35,72,824,34.0,1,0.93,0,39817.68,0
2670,6996.92,18,791,38.2,0,0.81,3,1151.97,0
2671,13251.82,66,308,8.4,2,0.96,6,11794.65,0
2672,8507.49,53,796,20.2,9,0.95,0,13413.91,0
2673,14550.93,38,739,27.2,6,0.62,7,7875.43,0
2674,4785.09,54,407,9.9,5,0.73,1,24052.91,0
2675,17914.09,69,544,24.0,5,0.7,7,14184.4,0
2676,6460.78,41,554,10.3,6,0.62,3,49664.4,0
2677,7987.93,72,332,13.3,7,0.02,7,28998.44,0
2678,2103.75,42,322,17.7,2,0.36,0,28323.89,0
2679,3118.73,24,348,21.2,2,0.1,4,11043.48,0
2680,10801.38,59,761,18.0,9,0.3,8,20434.47,0
2681,6084.26,34,635,19.7,7,0.07,6,6198.9,0
2682,16874.12,46,657,11.9,6,0.92,2,38126.46,0
2683,1279.17,47,421,6.4,9,0.45,3,16557.96,0
2684,8202.79,24,743,1.9,4,0.19,9,37598.29,0
2685,7409.57,50,658,7.8,3,0.58,6,18584.8,0
2686,1367.22,24,645,23.3,5,0.2,5,49437.86,0
2687,3363.0,41,492,31.4,8,0.8,3,8556.08,0
2688,8859.21,28,715,6.8,5,0.31,2,76.19,1
2689,10364.43,26,676,4.3,7,0.31,1,29741.28,1
2690,8681.51,29,762,30.0,0,0.87,9,47647.66,0
2691,11087.82,52,445,12.2,5,0.56,8,32352.7,0
2692,12307.5,21,777,38.1,1,0.89,2,4286.18,0
2693,1188.55,53,707,28.6,2,0.41,6,27024.02,0
2694,9817.81,45,585,13.1,5,0.34,0,45474.35,0
2695,19306.49,74,410,11.6,1,0.51,7,325.3,0
2696,10861.61,30,349,20.9,3,0.06,0,8345.61,0
2697,13873.3,40,313,3.2,5,0.15,1,40728.08,0
2698,6925.41,36,433,4.7,4,0.22,0,44695.36,0
2699,15705.84,59,642,7.0,5,0.82,3,35358.03,0
2700,15685.51,54,585,31.0,5,0.73,1,49578.01,0
2701,10904.62,56,613,20.6,7,0.19,0,4510.8,1
2702,19544.26,41,596,0.4,8,0.28,0,27283.83,0
2703,3385.45,33,463,26.9,4,0.94,1,34249.74,0
2704,1322.01,50,796,16.9,5,0.09,5,35132.24,0
2705,15633.01,29,315,20.4,5,0.55,1,39674.23,0
2706,16335.96,51,643,8.6,5,0.52,1,45881.3,0
2707,3283.94,24,377,22.1,1,0.73,7,18082.07,0
2708,6046.07,28,645,39.2,3,0.26,4,2148.17,0
2709,1333.49,48,371,2.9,0,0.93,7,18122.1,0
2710,6572.86,46,569,11.4,0,0.41,7,33580.74,0
2711,15689.7,30,586,9.7,0,0.29,1,10672.8,0
2712,10841.25,48,365,9.9,6,0.34,6,40498.65,0
2713,7613.82,19,367,15.1,0,0.35,8,10988.22,0
2714,8063.05,56,492,32.7,5,0.2,7,503.17,0
2715,1025.72,32,354,36.5,1,0.93,8,25404.04,0
2716,6696.21,74,678,8.1,5,0.17,7,36323.08,0
2717,13282.72,28,467,21.7,5,0.88,3,17482.77,0
2718,19509.69,51,708,25.5,2,0.4,9,37444.79,0
2719,17094.16,56,807,20.9,7,0.27,6,21920.22,0
2720,1448.3,21,836,17.4,3,0.2,8,8585.73,0
2721,18072.65,28,401,7.7,6,0.5,8,4527.92,0
2722,15880.77,46,721,19.5,3,0.67,3,35529.36,0
2723,15827.15,19,777,16.0,0,0.9,6,19285.74,0
2724,9701.92,33,419,31.8,5,0.65,5,45638.69,0
2725,8562.1,56,590,30.5,4,0.48,2,27012.75,0
2726,6755.4,30,787,5.4,8,0.03,9,17421.62,0
2727,2248.2,54,460,3.5,8,0.92,5,17449.55,0
2728,5336.47,34,377,36.3,7,0.9,7,6571.89,0
2729,5685.47,38,337,21.4,6,0.38,1,29689.46,0
2730,10197.46,61,693,34.3,1,0.03,2,29108.36,1
2731,15201.44,36,740,2.3,7,0.73,7,39999.68,0
2732,10002.39,24,839,21.1,2,0.79,3,10059.85,0
2733,2099.04,55,761,21.6,5,0.54,3,14539.48,0
2734,19198.01,25,593,34.4,9,0.4,1,4861.9,0
2735,18911.76,30,699,3.9,6,0.85,9,14767.11,0
2736,15918.6,54,391,9.6,5,0.19,0,21405.11,0
2737,19835.23,19,305,16.3,4,0.44,6,48201.42,0
2738,11345.16,58,570,34.6,3,0.02,3,32653.3,0
2739,19292.6,28,398,37.6,1,0.16,5,39143.7,0
2740,2436.5,41,825,39.7,8,0.94,7,16275.49,0
2741,7947.93,23,493,38.4,6,0.58,6,7225.64,0
2742,5282.24,43,456,0.2,6,0.81,6,12836.0,0
2743,4720.83,24,414,1.9,3,0.49,5,12823.38,0
2744,3675.26,74,695,5.9,4,0.83,3,29155.77,0
2745,12825.86,56,821,14.0,5,0.54,3,17073.56,0
2746,15845.12,36,513,33.2,1,0.0,8,42869.94,0
2747,11987.67,23,832,35.7,3,0.9,4,49427.23,0
2748,3792.29,60,314,7.5,3,0.15,8,17164.92,0
2749,16411.35,46,718,24.8,3,0.45,8,35253.01,0
2750,13083.14,60,667,36.7,6,0.48,3,32874.33,0
2751,8375.15,56,512,18.5,6,0.05,1,9723.12,0
2752,13808.48,19,304,4.1,6,0.05,1,45900.43,0
2753,5938.19,36,530,18.3,6,0.76,8,9972.13,0
2754,7558.65,21,500,15.0,1,0.3,8,36847.86,0
2755,18432.23,23,701,23.1,4,0.41,2,17380.48,0
2756,6519.59,66,448,17.5,9,0.56,4,18354.08,0
2757,9929.78,74,791,0.7,1,0.37,4,22772.45,0
2758,17912.68,54,525,39.8,4,0.78,1,43225.4,0
2759,14446.71,45,468,21.7,5,0.88,1,7012.6,0
2760,2181.86,47,451,18.9,2,0.06,9,2728.48,0
2761,3798.76,24,523,38.2,5,0.64,0,20102.04,0
2762,1148.99,26,803,6.2,4,0.32,1,2779.25,1
2763,12987.51,42,849,7.6,3,0.58,6,34380.04,0
2764,9505.8,50,343,32.3,9,0.48,0,38016.25,0
2765,3551.22,18,803,10.4,8,0.33,0,42735.62,1
2766,19200.75,68,540,32.0,7,0.09,8,37192.11,0
2767,11063.53,23,650,10.9,6,0.56,1,45817.57,0
2768,5595.97,35,322,1.3,0,0.11,3,37415.06,0
2769,10511.47,27,342,20.7,8,0.16,2,46803.78,0
2770,13912.79,45,765,7.9,8,0.98,3,9655.54,0
2771,2448.55,28,339,30.3,5,0.32,6,24993.16,0
2772,6219.37,50,602,25.6,6,0.58,9,49696.53,0
2773,16332.34,18,474,36.9,2,0.27,1,34078.91,0
2774,9733.63,30,831,31.3,4,0.87,1,43932.06,0
2775,11384.97,54,760,7.2,6,0.28,8,1519.69,0
2776,9223.5,37,492,32.0,0,0.37,5,43587.89,0
2777,1834.1,18,543,25.7,0,0.61,6,34885.66,0
2778,4149.25,69,579,26.8,4,0.87,4,8537.77,0
2779,9465.29,20,335,33.3,8,0.82,4,1284.05,0
2780,4974.52,35,839,23.0,6,0.26,3,12996.33,0
2781,1949.6,58,453,18.6,0,0.83,7,45788.67,0
2782,17029.34,31,322,25.5,4,0.7,6,33406.65,0
2783,19642.66,48,390,11.9,7,0.99,9,45973.46,0
2784,16069.71,44,689,7.3,7,0.94,1,22307.54,0
2785,17221.91,34,658,24.7,1,0.53,1,46831.35,0
2786,5597.57,72,849,9.4,6,0.75,5,23147.99,0
2787,19251.91,63,527,3.2,9,0.57,0,10212.74,0
2788,4741.59,46,501,0.0,4,0.59,6,7569.67,0
2789,19077.17,53,649,24.3,8,0.1,7,49690.59,0
2790,19901.57,54,337,14.5,2,0.0,9,16693.13,0
2791,14522.73,43,799,30.1,0,0.05,7,8002.65,0
2792,19641.73,70,342,15.0,3,0.97,2,420.42,0
2793,11821.26,34,816,19.4,6,0.13,6,14278.48,0
2794,5931.29,39,367,16.3,0,0.04,0,44455.81,0
2795,9302.92,42,422,26.0,1,0.31,2,26700.47,0
2796,12277.66,19,635,14.2,4,0.59,5,31621.75,0
2797,2388.55,72,452,38.6,8,0.95,8,46119.56,0
2798,12824.52,39,461,37.4,0,0.7,4,25642.0,0
2799,19642.38,22,513,33.9,3,0.28,4,41913.99,0
2800,4612.05,21,675,36.8,2,0.94,8,16191.66,0
2801,16059.31,53,742,18.0,4,0.04,8,48855.09,0
2802,18250.08,23,722,21.5,4,0.98,5,3940.69,0
2803,18930.33,69,837,29.7,9,0.06,4,36241.48,0
2804,19242.58,38,529,27.8,1,0.75,9,33028.31,0
2805,10907.73,30,358,35.6,4,0.05,1,9583.58,0
2806,19568.85,71,395,28.7,8,0.93,7,19442.2,0
