id_candidato,cargo,tempo_experiencia,num_projetos,certificacoes,escolaridade,avaliacao_tecnica,avaliacao_comportamental,candidato_apto
9538,Cientista de Dados,11,22,9,Pós-graduação,6.0,6.9,1
1388,Cientista de Dados,0,8,3,Pós-graduação,5.7,2.9,0
608,Cientista de Dados,9,48,8,Graduação,1.9,2.3,0
91,Programador,6,13,9,Pós-graduação,5.1,5.5,0
1177,Analista de Dados,8,47,9,Mestrado,6.9,6.2,1
553,Programador,9,46,0,Pós-graduação,7.2,8.0,1
4938,Programador,13,30,7,Mestrado,6.5,8.0,1
8594,Programador,12,25,3,Pós-graduação,3.3,8.7,0
5132,Programador,16,28,0,Pós-graduação,7.2,3.6,0
1493,Cientista de Dados,12,12,4,Mestrado,1.3,8.8,0
4691,Cientista de Dados,19,9,4,Graduação,9.2,9.9,1
8258,Programador,11,34,1,Pós-graduação,9.2,2.8,0
2249,Analista de Dados,5,17,8,Graduação,9.9,2.3,0
7897,Programador,13,6,3,Graduação,7.5,7.5,1
2413,Cientista de Dados,4,26,2,Graduação,7.1,7.9,1
1955,Analista de Dados,2,4,2,Pós-graduação,9.4,9.5,0
5656,Cientista de Dados,14,22,1,Mestrado,6.4,8.3,1
5815,Analista de Dados,19,37,2,Doutorado,7.9,9.2,1
889,Programador,12,2,3,Mestrado,7.7,3.9,0
2497,Programador,2,31,1,Pós-graduação,5.2,5.2,0
3815,Cientista de Dados,3,47,2,Graduação,6.6,7.8,1
6325,Programador,17,27,3,Graduação,8.4,7.5,1
1252,Programador,10,41,4,Doutorado,2.1,2.4,0
3175,Programador,9,42,6,Pós-graduação,8.6,7.0,1
7196,Programador,11,4,6,Doutorado,9.4,3.1,0
1181,Analista de Dados,16,15,9,Mestrado,2.3,1.6,0
7164,Cientista de Dados,11,4,9,Doutorado,9.5,3.8,0
4742,Programador,12,24,0,Doutorado,7.4,7.7,1
9616,Cientista de Dados,2,30,9,Pós-graduação,6.3,4.8,0
2863,Cientista de Dados,8,35,7,Pós-graduação,9.7,4.4,0
1761,Cientista de Dados,18,30,9,Graduação,6.2,6.9,1
631,Programador,2,42,7,Mestrado,2.4,4.2,0
3254,Analista de Dados,13,33,9,Pós-graduação,7.6,4.4,0
7473,Cientista de Dados,17,37,2,Doutorado,6.8,9.6,1
8832,Programador,19,17,4,Doutorado,8.5,6.0,1
5548,Analista de Dados,18,17,3,Doutorado,9.4,6.6,1
3539,Analista de Dados,13,25,6,Doutorado,3.4,9.0,0
9441,Programador,11,49,7,Pós-graduação,4.4,1.3,0
2522,Cientista de Dados,16,25,0,Doutorado,9.8,8.9,1
204,Cientista de Dados,9,15,8,Graduação,7.8,1.1,0
9558,Programador,16,6,8,Pós-graduação,9.8,6.8,1
3881,Cientista de Dados,10,33,5,Pós-graduação,8.2,6.5,1
7190,Analista de Dados,19,3,2,Mestrado,2.2,5.2,0
2817,Programador,16,17,3,Doutorado,6.7,6.8,1
6390,Cientista de Dados,1,1,8,Pós-graduação,7.2,10.0,0
4149,Cientista de Dados,6,41,9,Mestrado,4.7,3.4,0
261,Programador,3,3,7,Pós-graduação,9.1,8.7,0
2225,Cientista de Dados,15,48,3,Doutorado,7.3,8.9,1
276,Programador,10,23,9,Pós-graduação,6.3,6.0,1
7599,Cientista de Dados,6,38,8,Mestrado,9.0,9.8,1
5365,Cientista de Dados,1,19,4,Doutorado,5.0,4.0,0
6683,Cientista de Dados,17,49,8,Pós-graduação,9.1,8.0,1
10000,Analista de Dados,8,23,1,Mestrado,7.6,9.6,1
3057,Programador,15,6,7,Doutorado,8.8,9.2,1
6640,Analista de Dados,4,1,7,Graduação,5.5,3.3,0
5891,Analista de Dados,2,6,6,Doutorado,5.2,6.1,0
7837,Cientista de Dados,11,39,7,Mestrado,7.5,8.4,1
7862,Cientista de Dados,7,8,9,Pós-graduação,6.4,9.7,1
5620,Cientista de Dados,16,16,5,Pós-graduação,8.1,7.3,1
679,Programador,9,6,3,Mestrado,8.9,8.3,1
4714,Programador,6,17,8,Pós-graduação,6.8,9.1,1
8015,Analista de Dados,5,42,3,Graduação,8.0,4.1,0
2595,Analista de Dados,14,10,5,Doutorado,9.4,3.1,0
1756,Programador,11,35,1,Graduação,9.4,7.0,1
5038,Analista de Dados,1,12,5,Graduação,2.3,8.9,0
7063,Analista de Dados,7,49,3,Doutorado,8.2,8.9,1
3374,Analista de Dados,14,6,2,Mestrado,8.2,8.9,1
5261,Programador,16,49,3,Graduação,7.5,9.4,1
9335,Cientista de Dados,12,18,2,Graduação,8.1,4.6,0
6851,Analista de Dados,2,46,9,Doutorado,3.1,6.5,0
3403,Analista de Dados,4,16,2,Doutorado,7.8,6.8,1
817,Analista de Dados,16,13,1,Graduação,1.1,4.2,0
4761,Programador,2,0,7,Graduação,7.2,7.2,0
6373,Cientista de Dados,12,35,5,Mestrado,9.2,6.7,1
1172,Analista de Dados,17,39,5,Pós-graduação,9.0,7.8,1
3625,Programador,1,36,4,Mestrado,8.1,3.3,0
9338,Cientista de Dados,5,41,8,Graduação,6.2,6.3,1
7685,Programador,19,35,8,Graduação,4.1,7.4,0
4903,Analista de Dados,19,8,2,Graduação,8.4,6.2,1
4600,Programador,11,8,7,Graduação,8.0,6.6,1
7611,Cientista de Dados,16,22,2,Doutorado,6.3,9.3,1
6629,Cientista de Dados,16,10,5,Mestrado,9.9,8.0,1
1978,Analista de Dados,4,38,3,Mestrado,7.5,9.8,1
2397,Analista de Dados,16,29,0,Doutorado,7.4,5.5,0
5140,Analista de Dados,11,33,4,Graduação,6.1,6.1,1
4391,Cientista de Dados,18,25,4,Doutorado,6.5,6.4,1
8020,Programador,12,21,5,Graduação,7.6,9.2,1
637,Programador,14,26,2,Graduação,3.3,8.8,0
821,Programador,1,7,0,Mestrado,4.4,9.7,0
9794,Analista de Dados,4,11,4,Doutorado,9.9,9.4,1
3054,Programador,12,45,9,Graduação,6.7,8.6,1
5367,Analista de Dados,15,9,7,Graduação,8.4,8.6,1
941,Cientista de Dados,5,13,8,Doutorado,7.0,8.3,1
7615,Programador,1,27,8,Mestrado,8.8,5.0,0
1311,Cientista de Dados,0,38,1,Pós-graduação,8.0,3.3,0
7024,Programador,8,11,4,Doutorado,3.8,5.5,0
9164,Analista de Dados,15,38,9,Doutorado,9.4,9.1,1
4642,Cientista de Dados,14,25,9,Doutorado,7.5,1.4,0
3255,Analista de Dados,4,15,5,Pós-graduação,6.0,7.5,1
5459,Programador,12,33,7,Pós-graduação,6.7,9.1,1
3814,Cientista de Dados,18,43,8,Graduação,9.5,8.2,1
921,Analista de Dados,7,48,0,Pós-graduação,9.1,8.7,1
7014,Analista de Dados,1,15,3,Pós-graduação,3.5,1.2,0
8419,Analista de Dados,9,20,9,Pós-graduação,1.0,1.9,0
3413,Analista de Dados,9,7,4,Doutorado,7.0,1.9,0
8550,Analista de Dados,3,7,8,Doutorado,9.9,8.2,1
3840,Cientista de Dados,17,41,8,Doutorado,1.2,6.9,0
6916,Analista de Dados,4,5,9,Doutorado,9.9,8.6,1
3591,Analista de Dados,11,10,0,Graduação,6.9,3.6,0
1038,Cientista de Dados,19,22,3,Graduação,6.5,7.1,1
584,Programador,11,15,7,Pós-graduação,4.3,7.5,0
2705,Analista de Dados,18,21,9,Mestrado,2.5,7.1,0
2562,Cientista de Dados,9,16,1,Pós-graduação,8.3,6.5,1
6667,Cientista de Dados,4,17,7,Mestrado,10.0,9.7,1
4267,Programador,3,36,9,Graduação,9.8,7.7,1
8880,Programador,9,36,8,Graduação,2.3,8.2,0
4423,Programador,15,39,4,Mestrado,1.4,4.1,0
6838,Programador,18,44,5,Doutorado,8.6,9.6,1
8102,Analista de Dados,16,30,8,Graduação,7.2,8.6,1
6818,Analista de Dados,6,22,1,Graduação,9.9,9.2,1
4253,Programador,19,8,6,Mestrado,9.1,8.8,1
4404,Analista de Dados,11,23,1,Mestrado,7.8,8.2,1
5969,Programador,5,10,4,Pós-graduação,6.7,4.8,0
4464,Analista de Dados,1,19,1,Pós-graduação,8.4,9.2,0
7127,Programador,14,3,4,Doutorado,3.2,2.7,0
6890,Analista de Dados,15,45,6,Doutorado,9.3,7.7,1
7509,Analista de Dados,13,0,8,Doutorado,6.9,7.3,0
365,Analista de Dados,3,17,3,Graduação,8.6,2.8,0
7844,Cientista de Dados,12,40,1,Graduação,8.8,7.7,1
193,Programador,16,46,8,Graduação,5.0,9.8,0
9252,Programador,6,14,9,Pós-graduação,9.6,6.2,1
654,Analista de Dados,19,16,2,Doutorado,5.5,2.6,0
7749,Analista de Dados,8,25,8,Doutorado,7.8,7.0,1
4727,Analista de Dados,10,13,9,Mestrado,5.7,4.4,0
1983,Cientista de Dados,17,12,7,Mestrado,6.8,6.4,1
6797,Cientista de Dados,10,9,2,Mestrado,4.7,4.6,0
6079,Analista de Dados,3,30,7,Graduação,4.6,9.5,0
2844,Analista de Dados,4,36,7,Pós-graduação,3.3,5.4,0
4021,Cientista de Dados,12,49,3,Graduação,7.7,9.2,1
4140,Analista de Dados,4,41,2,Mestrado,8.6,8.3,1
4255,Analista de Dados,19,0,4,Mestrado,8.8,3.9,0
7263,Cientista de Dados,6,43,8,Mestrado,7.3,6.2,1
5202,Analista de Dados,18,3,3,Mestrado,1.9,3.0,0
5250,Analista de Dados,7,38,4,Mestrado,9.7,1.5,0
8252,Analista de Dados,5,16,6,Graduação,7.5,7.4,1
2782,Cientista de Dados,8,19,1,Mestrado,5.0,3.1,0
4288,Analista de Dados,7,36,6,Doutorado,9.4,8.1,1
2055,Cientista de Dados,5,31,1,Pós-graduação,9.0,7.4,1
1035,Cientista de Dados,13,45,6,Doutorado,7.5,8.9,1
4467,Analista de Dados,17,49,3,Doutorado,8.5,6.2,1
5888,Programador,10,14,6,Mestrado,8.6,8.9,1
1713,Cientista de Dados,1,16,2,Doutorado,4.6,8.7,0
7873,Analista de Dados,16,32,8,Pós-graduação,6.3,6.5,1
7140,Cientista de Dados,19,11,2,Mestrado,1.8,3.6,0
3959,Programador,11,13,5,Pós-graduação,8.5,7.6,1
7570,Analista de Dados,2,21,2,Mestrado,6.9,6.7,0
9872,Programador,2,24,4,Graduação,9.4,7.5,0
2198,Programador,3,12,7,Mestrado,3.6,8.1,0
3391,Analista de Dados,0,29,2,Mestrado,3.7,3.8,0
4358,Cientista de Dados,3,10,7,Mestrado,8.0,9.2,1
2810,Analista de Dados,18,31,0,Doutorado,8.0,7.9,1
1441,Cientista de Dados,5,45,2,Graduação,8.1,7.1,1
4042,Analista de Dados,17,16,9,Graduação,6.4,9.5,1
7122,Programador,8,16,4,Mestrado,7.3,6.8,1
8824,Programador,13,24,5,Pós-graduação,5.3,3.7,0
2075,Programador,15,12,3,Graduação,5.4,6.3,0
4590,Cientista de Dados,17,41,5,Doutorado,8.0,9.3,1
1261,Programador,6,12,6,Pós-graduação,6.7,6.6,1
5099,Cientista de Dados,18,9,1,Pós-graduação,3.9,3.2,0
987,Programador,2,14,4,Graduação,9.3,8.5,0
2085,Programador,9,12,1,Graduação,7.2,3.6,0
9107,Analista de Dados,3,18,2,Mestrado,1.8,8.8,0
2878,Cientista de Dados,7,27,7,Graduação,6.9,6.7,1
3624,Analista de Dados,10,26,1,Graduação,8.0,7.1,1
6615,Analista de Dados,9,20,9,Doutorado,8.9,9.0,1
1425,Programador,14,8,3,Graduação,3.4,7.3,0
5415,Programador,13,30,3,Doutorado,8.8,7.4,1
5768,Programador,6,5,3,Pós-graduação,3.4,1.9,0
9013,Cientista de Dados,3,26,8,Graduação,4.2,2.6,0
9368,Analista de Dados,2,21,7,Mestrado,1.5,8.6,0
6729,Cientista de Dados,2,6,0,Doutorado,1.3,9.4,0
334,Analista de Dados,11,4,2,Pós-graduação,2.4,9.5,0
6054,Programador,18,13,8,Doutorado,9.2,7.4,1
1696,Programador,9,2,2,Mestrado,9.2,7.5,0
5772,Analista de Dados,11,24,8,Pós-graduação,7.6,6.4,1
98,Analista de Dados,6,26,2,Doutorado,7.2,9.0,1
559,Analista de Dados,6,23,9,Pós-graduação,6.6,5.9,0
2701,Analista de Dados,10,9,2,Graduação,7.2,7.8,1
2723,Analista de Dados,18,29,1,Graduação,7.3,2.8,0
4034,Programador,12,20,9,Doutorado,3.4,8.1,0
7834,Analista de Dados,14,5,4,Pós-graduação,2.1,8.7,0
4167,Programador,13,9,1,Pós-graduação,8.0,8.3,1
6727,Analista de Dados,16,26,8,Graduação,9.1,6.7,1
6634,Analista de Dados,10,33,0,Pós-graduação,1.9,1.2,0
8006,Analista de Dados,6,19,7,Doutorado,9.0,6.4,1
6302,Cientista de Dados,3,39,6,Pós-graduação,8.3,6.5,1
4449,Programador,7,45,6,Mestrado,9.2,8.2,1
3305,Cientista de Dados,5,49,8,Doutorado,6.7,3.2,0
8804,Cientista de Dados,5,46,9,Graduação,5.0,5.5,0
9144,Cientista de Dados,3,36,5,Pós-graduação,3.8,5.5,0
4515,Programador,0,49,1,Graduação,4.3,2.4,0
6303,Analista de Dados,17,42,5,Pós-graduação,5.6,8.4,0
4484,Cientista de Dados,11,14,9,Pós-graduação,9.9,4.5,0
42,Analista de Dados,18,36,2,Doutorado,2.3,4.7,0
7404,Programador,17,6,5,Pós-graduação,1.1,8.3,0
4207,Programador,1,22,7,Graduação,6.8,2.7,0
35,Analista de Dados,1,15,5,Pós-graduação,1.8,4.4,0
9274,Cientista de Dados,16,11,7,Graduação,5.3,6.3,0
8814,Analista de Dados,10,6,0,Graduação,7.5,8.1,1
6584,Programador,16,41,4,Pós-graduação,3.0,5.4,0
1273,Programador,14,16,8,Graduação,2.7,5.6,0
414,Cientista de Dados,0,11,5,Pós-graduação,2.0,2.4,0
6623,Programador,11,32,0,Graduação,6.0,6.8,1
5335,Cientista de Dados,11,20,8,Graduação,3.7,6.1,0
1690,Programador,15,40,1,Mestrado,1.4,6.8,0
5248,Analista de Dados,4,14,4,Doutorado,7.6,9.4,1
110,Cientista de Dados,3,35,2,Mestrado,2.4,1.9,0
3590,Analista de Dados,6,15,7,Pós-graduação,7.0,6.0,1
7810,Cientista de Dados,10,6,3,Doutorado,2.3,2.8,0
8122,Programador,17,32,4,Doutorado,9.6,8.8,1
7540,Analista de Dados,9,2,4,Doutorado,6.2,2.2,0
317,Cientista de Dados,10,6,4,Pós-graduação,7.5,7.0,1
928,Programador,13,35,5,Mestrado,8.5,5.8,0
2920,Analista de Dados,18,7,3,Pós-graduação,10.0,7.4,1
4521,Programador,4,24,5,Doutorado,7.1,7.2,1
762,Programador,17,35,3,Mestrado,7.8,7.0,1
4980,Analista de Dados,17,45,1,Mestrado,2.1,5.1,0
7846,Cientista de Dados,12,7,7,Mestrado,1.0,8.5,0
5999,Cientista de Dados,9,43,9,Graduação,9.0,2.5,0
7597,Programador,7,39,0,Graduação,1.7,9.1,0
8508,Cientista de Dados,13,3,6,Mestrado,8.5,8.0,0
4493,Analista de Dados,9,16,2,Doutorado,1.5,2.7,0
870,Analista de Dados,16,46,4,Pós-graduação,7.6,6.9,1
1633,Cientista de Dados,16,21,2,Pós-graduação,2.1,9.5,0
4184,Analista de Dados,3,16,9,Pós-graduação,8.9,7.4,1
8034,Analista de Dados,14,30,2,Mestrado,6.5,7.7,1
7798,Cientista de Dados,9,18,1,Graduação,2.9,9.8,0
5690,Cientista de Dados,4,25,9,Doutorado,2.1,1.3,0
6030,Cientista de Dados,12,17,9,Doutorado,9.1,7.3,1
898,Cientista de Dados,5,23,0,Pós-graduação,8.8,4.1,0
9897,Cientista de Dados,1,29,2,Doutorado,1.3,3.4,0
1623,Programador,18,8,0,Doutorado,3.0,2.3,0
2650,Programador,4,27,4,Graduação,8.1,9.7,1
8672,Cientista de Dados,11,10,6,Mestrado,9.8,8.4,1
1375,Analista de Dados,8,18,5,Doutorado,6.5,9.3,1
6981,Analista de Dados,13,26,5,Graduação,9.3,1.3,0
8539,Analista de Dados,13,10,5,Pós-graduação,3.6,3.3,0
9082,Analista de Dados,16,41,9,Mestrado,7.3,6.6,1
8893,Analista de Dados,4,43,1,Pós-graduação,2.2,5.6,0
8548,Programador,6,22,6,Doutorado,1.3,7.4,0
2149,Analista de Dados,11,20,9,Pós-graduação,8.8,8.6,1
5034,Cientista de Dados,16,15,2,Pós-graduação,8.1,8.5,1
6190,Analista de Dados,3,42,6,Graduação,3.7,7.8,0
1235,Analista de Dados,2,37,8,Graduação,3.4,6.3,0
5967,Programador,13,49,7,Pós-graduação,9.5,6.0,1
2060,Cientista de Dados,2,2,4,Pós-graduação,4.2,4.0,0
4155,Programador,14,19,7,Graduação,9.9,9.6,1
9451,Cientista de Dados,11,39,9,Doutorado,2.0,8.2,0
7489,Cientista de Dados,18,6,7,Graduação,7.3,8.0,1
2319,Programador,7,27,1,Pós-graduação,3.1,7.8,0
1541,Programador,1,9,2,Doutorado,1.0,3.2,0
195,Analista de Dados,1,39,4,Graduação,6.7,7.9,0
4027,Analista de Dados,1,27,7,Mestrado,7.1,8.2,0
9072,Analista de Dados,18,45,7,Mestrado,9.3,6.1,1
4070,Analista de Dados,14,42,7,Graduação,5.8,2.8,0
3433,Analista de Dados,4,11,9,Graduação,8.3,9.0,1
4331,Programador,10,21,7,Graduação,6.8,6.7,1
6172,Programador,14,42,7,Pós-graduação,6.5,9.5,1
7702,Cientista de Dados,11,48,0,Graduação,1.7,9.1,0
1533,Analista de Dados,17,43,1,Mestrado,2.4,6.9,0
9774,Programador,16,16,6,Doutorado,6.0,7.7,1
3164,Analista de Dados,15,14,5,Graduação,9.6,3.3,0
9542,Cientista de Dados,19,44,2,Graduação,6.1,8.1,1
402,Cientista de Dados,15,11,4,Graduação,2.3,1.8,0
3287,Cientista de Dados,5,33,6,Pós-graduação,1.0,1.9,0
1111,Programador,19,16,6,Mestrado,7.9,8.4,1
7827,Programador,13,3,9,Graduação,9.0,4.5,0
9557,Programador,14,12,3,Doutorado,7.0,9.8,1
9443,Cientista de Dados,3,8,2,Graduação,8.1,9.3,1
8014,Cientista de Dados,17,38,5,Mestrado,8.8,5.2,0
8171,Programador,10,18,5,Doutorado,7.2,6.5,1
615,Analista de Dados,16,46,8,Graduação,8.2,8.0,1
5483,Analista de Dados,11,6,9,Doutorado,3.1,9.5,0
2675,Programador,7,21,0,Graduação,8.9,9.5,1
8269,Analista de Dados,5,39,8,Pós-graduação,9.1,8.2,1
3795,Cientista de Dados,19,49,0,Mestrado,6.5,3.1,0
9582,Programador,12,5,3,Pós-graduação,6.0,6.3,1
8114,Cientista de Dados,6,34,1,Pós-graduação,6.5,7.4,1
3248,Analista de Dados,13,18,2,Pós-graduação,7.4,9.8,1
979,Cientista de Dados,9,22,9,Mestrado,1.7,3.9,0
8733,Analista de Dados,5,22,5,Pós-graduação,6.1,6.7,1
3477,Cientista de Dados,0,29,9,Graduação,4.7,7.7,0
7689,Programador,15,34,9,Graduação,1.0,5.4,0
9094,Programador,11,36,1,Pós-graduação,6.9,7.7,1
5846,Analista de Dados,13,44,9,Doutorado,3.3,2.7,0
9465,Cientista de Dados,13,3,7,Mestrado,2.2,8.7,0
8343,Analista de Dados,1,3,0,Graduação,6.3,8.2,0
1845,Cientista de Dados,12,19,3,Pós-graduação,1.4,4.6,0
9571,Analista de Dados,0,30,1,Graduação,5.2,7.2,0
40,Analista de Dados,16,39,0,Mestrado,2.9,7.7,0
862,Analista de Dados,15,30,3,Doutorado,7.5,8.7,1
3779,Cientista de Dados,14,10,1,Doutorado,7.6,7.0,1
9601,Cientista de Dados,9,17,7,Mestrado,3.1,5.4,0
1919,Programador,16,42,9,Mestrado,7.5,2.0,0
2888,Cientista de Dados,11,18,8,Mestrado,7.6,1.7,0
8005,Programador,19,46,6,Pós-graduação,8.2,6.1,1
1394,Programador,19,11,5,Graduação,2.0,1.6,0
2044,Cientista de Dados,17,44,4,Doutorado,9.9,9.3,1
8494,Programador,17,44,5,Graduação,7.0,7.9,1
4523,Cientista de Dados,11,13,3,Mestrado,2.7,1.9,0
831,Cientista de Dados,2,40,7,Mestrado,1.9,3.1,0
3384,Cientista de Dados,17,34,6,Doutorado,8.8,9.0,1
215,Cientista de Dados,1,38,8,Graduação,7.1,7.1,0
7811,Analista de Dados,5,47,5,Graduação,9.4,7.3,1
7166,Programador,6,16,8,Doutorado,7.9,7.9,1
2029,Programador,10,27,4,Mestrado,3.4,6.4,0
7478,Analista de Dados,0,3,0,Graduação,6.6,8.5,0
2039,Cientista de Dados,4,36,2,Doutorado,6.8,8.8,1
9232,Cientista de Dados,9,6,9,Mestrado,7.2,5.1,0
7647,Analista de Dados,13,47,0,Doutorado,6.0,6.7,1
7387,Programador,18,33,9,Doutorado,8.8,8.0,1
5647,Analista de Dados,11,38,3,Doutorado,9.7,7.2,1
52,Programador,9,0,5,Doutorado,6.7,6.9,0
206,Analista de Dados,12,36,1,Mestrado,8.6,7.9,1
48,Programador,9,14,6,Doutorado,9.8,9.5,1
7506,Analista de Dados,11,6,2,Doutorado,3.9,9.4,0
9706,Cientista de Dados,3,26,1,Pós-graduação,7.7,9.0,1
7479,Programador,19,17,7,Mestrado,8.7,6.6,1
4023,Cientista de Dados,0,12,9,Graduação,4.1,6.0,0
8333,Programador,9,26,5,Graduação,8.9,8.3,1
7587,Cientista de Dados,10,36,1,Doutorado,6.9,8.9,1
9491,Cientista de Dados,9,21,4,Pós-graduação,9.7,7.3,1
7445,Cientista de Dados,8,22,6,Doutorado,2.1,7.3,0
6896,Programador,17,10,3,Doutorado,9.2,3.9,0
6055,Cientista de Dados,0,1,3,Mestrado,7.6,6.3,0
8913,Programador,19,30,5,Mestrado,6.8,1.6,0
4657,Cientista de Dados,15,24,6,Doutorado,8.4,8.8,1
9469,Cientista de Dados,13,31,0,Mestrado,7.5,6.3,1
6569,Analista de Dados,11,25,1,Doutorado,9.4,6.8,1
1412,Cientista de Dados,18,34,6,Graduação,9.0,9.5,1
1769,Cientista de Dados,3,23,0,Doutorado,9.9,8.9,1
1909,Programador,11,12,4,Mestrado,9.7,9.2,1
2062,Analista de Dados,17,8,1,Pós-graduação,2.9,1.8,0
5122,Programador,18,23,4,Mestrado,9.7,6.1,1
2687,Programador,11,1,8,Pós-graduação,1.6,1.9,0
5579,Programador,0,14,0,Graduação,2.7,4.7,0
5282,Cientista de Dados,2,34,2,Mestrado,4.1,5.3,0
9982,Cientista de Dados,19,38,4,Doutorado,6.0,7.9,1
929,Cientista de Dados,15,9,1,Graduação,9.5,8.1,1
214,Programador,8,18,3,Pós-graduação,8.2,9.5,1
2219,Analista de Dados,11,38,6,Mestrado,6.9,8.2,1
6757,Analista de Dados,17,48,8,Pós-graduação,8.4,9.3,1
4494,Cientista de Dados,4,49,0,Mestrado,3.7,6.4,0
9319,Cientista de Dados,9,49,0,Doutorado,6.5,4.6,0
8455,Cientista de Dados,4,46,2,Doutorado,6.0,9.6,1
5425,Analista de Dados,18,36,3,Graduação,6.2,8.0,1
417,Cientista de Dados,6,17,7,Mestrado,9.8,9.0,1
6617,Cientista de Dados,1,19,8,Pós-graduação,4.1,5.8,0
7041,Cientista de Dados,10,26,2,Pós-graduação,8.6,8.1,1
8323,Cientista de Dados,8,42,2,Graduação,6.3,8.3,1
27,Programador,0,6,2,Pós-graduação,9.1,6.8,0
9240,Analista de Dados,3,35,0,Mestrado,8.3,8.7,1
9870,Analista de Dados,12,39,4,Doutorado,9.3,5.6,0
5332,Analista de Dados,7,18,5,Doutorado,1.2,1.4,0
4965,Cientista de Dados,4,39,2,Graduação,7.3,7.4,1
4303,Analista de Dados,19,49,8,Doutorado,8.4,9.4,1
3659,Analista de Dados,8,29,8,Graduação,3.8,6.4,0
5121,Programador,13,27,9,Doutorado,9.8,5.1,0
5205,Programador,8,38,8,Doutorado,9.6,4.8,0
8242,Cientista de Dados,17,10,9,Mestrado,6.1,8.4,1
2325,Analista de Dados,2,2,9,Doutorado,4.0,5.2,0
6262,Programador,16,28,6,Graduação,9.9,9.3,1
3574,Analista de Dados,19,20,9,Doutorado,1.3,7.3,0
5904,Cientista de Dados,9,20,3,Pós-graduação,7.1,6.4,1
1238,Analista de Dados,12,6,4,Pós-graduação,7.6,8.0,1
4798,Programador,4,19,6,Mestrado,9.2,9.9,1
7206,Cientista de Dados,17,31,5,Mestrado,9.4,8.4,1
4281,Cientista de Dados,13,2,3,Doutorado,2.5,1.4,0
5800,Programador,8,44,4,Doutorado,8.7,9.3,1
6571,Cientista de Dados,15,47,4,Doutorado,7.4,7.1,1
4185,Cientista de Dados,15,14,8,Doutorado,1.4,2.7,0
2820,Programador,10,35,2,Doutorado,6.3,8.7,1
7193,Cientista de Dados,14,27,6,Mestrado,6.2,8.5,1
8580,Analista de Dados,18,27,2,Doutorado,1.4,2.8,0
6969,Programador,3,42,7,Doutorado,6.3,6.0,1
9174,Programador,12,15,5,Doutorado,4.0,1.2,0
800,Analista de Dados,0,13,1,Pós-graduação,3.5,2.1,0
3455,Analista de Dados,5,34,5,Pós-graduação,8.4,2.0,0
3868,Programador,18,1,4,Pós-graduação,3.2,8.3,0
7044,Cientista de Dados,9,42,2,Pós-graduação,6.3,7.2,1
2355,Programador,10,47,5,Mestrado,8.9,8.2,1
5959,Cientista de Dados,8,18,3,Pós-graduação,9.5,6.2,1
8969,Cientista de Dados,3,7,0,Pós-graduação,9.5,7.1,1
8461,Cientista de Dados,11,28,2,Mestrado,1.8,7.3,0
6111,Cientista de Dados,6,32,1,Doutorado,8.3,3.5,0
5067,Cientista de Dados,17,13,9,Doutorado,9.3,9.7,1
8265,Programador,9,24,6,Mestrado,6.1,7.9,1
897,Programador,7,29,5,Pós-graduação,8.0,1.9,0
2584,Cientista de Dados,9,36,2,Pós-graduação,8.0,7.7,1
2099,Analista de Dados,14,49,0,Graduação,6.5,6.0,1
3041,Cientista de Dados,0,1,7,Pós-graduação,3.9,1.6,0
3225,Cientista de Dados,4,49,8,Mestrado,4.8,9.9,0
1686,Cientista de Dados,8,47,0,Pós-graduação,2.1,4.3,0
7241,Cientista de Dados,17,1,5,Pós-graduação,5.5,1.1,0
7409,Cientista de Dados,15,16,8,Mestrado,6.1,9.5,1
4945,Programador,10,31,2,Doutorado,9.4,8.6,1
9866,Cientista de Dados,4,32,0,Mestrado,1.5,9.5,0
3948,Programador,3,18,8,Pós-graduação,6.6,7.5,1
4721,Cientista de Dados,15,17,6,Mestrado,6.4,7.5,1
459,Cientista de Dados,4,13,6,Mestrado,6.5,6.9,1
2110,Programador,8,20,5,Pós-graduação,8.0,7.0,1
1874,Cientista de Dados,15,32,7,Pós-graduação,9.8,7.1,1
5237,Analista de Dados,15,35,9,Doutorado,6.9,7.3,1
6685,Analista de Dados,8,45,7,Pós-graduação,7.5,8.5,1
9569,Programador,15,27,4,Pós-graduação,7.9,8.1,1
5256,Programador,14,47,8,Doutorado,8.9,6.8,1
9886,Programador,8,4,4,Graduação,9.8,3.0,0
7008,Cientista de Dados,11,42,7,Pós-graduação,6.3,6.8,1
8257,Analista de Dados,9,17,7,Mestrado,1.4,6.0,0
880,Cientista de Dados,13,43,4,Mestrado,3.3,8.6,0
1830,Cientista de Dados,16,25,2,Graduação,9.8,7.9,1
5660,Analista de Dados,9,31,0,Doutorado,5.9,7.9,0
4420,Analista de Dados,17,19,4,Mestrado,8.2,8.5,1
5616,Programador,5,28,9,Doutorado,3.4,7.2,0
1718,Cientista de Dados,9,33,9,Pós-graduação,8.4,6.0,1
4686,Analista de Dados,7,47,4,Doutorado,8.6,8.3,1
7579,Programador,8,42,4,Pós-graduação,7.2,9.5,1
5556,Cientista de Dados,13,3,8,Doutorado,4.3,4.7,0
593,Cientista de Dados,9,26,2,Doutorado,1.5,3.8,0
8008,Programador,18,40,1,Mestrado,8.4,9.9,1
9991,Analista de Dados,12,18,3,Doutorado,7.9,8.7,1
